Suit_Card_1,Rank_Card_1,Suit_Card_2,Rank_Card_2,Suit_Card_3,Rank_Card_3,Suit_Card_4,Rank_Card_4,Suit_Card_5,Rank_Card_5,Poker_Hand
Diamonds,Eight,Hearts,Six,Spades,Ten,Diamonds,Four,Clubs,Four,One_Pair
Clubs,Ace,Spades,King,Clubs,Six,Diamonds,Ace,Spades,Jack,One_Pair
Diamonds,Five,Spades,Ace,Hearts,Two,Spades,Ten,Hearts,Seven,Nothing
Spades,Four,Clubs,Eight,Hearts,Jack,Clubs,Seven,Hearts,Seven,One_Pair
Diamonds,Ace,Spades,Eight,Hearts,Nine,Spades,Nine,Hearts,King,One_Pair
Spades,Queen,Diamonds,Queen,Hearts,Five,Diamonds,Four,Hearts,Jack,One_Pair
Clubs,Two,Clubs,Nine,Spades,Nine,Hearts,Ace,Hearts,Four,One_Pair
Diamonds,Six,Hearts,Six,Hearts,Queen,Spades,Ten,Diamonds,Ace,One_Pair
Clubs,Ten,Hearts,Queen,Clubs,Jack,Clubs,Three,Hearts,Six,Nothing
Hearts,Eight,Clubs,Four,Spades,Ace,Clubs,Two,Diamonds,Seven,Nothing
Spades,Three,Clubs,Four,Clubs,Ten,Spades,Six,Clubs,Six,One_Pair
Clubs,Two,Hearts,Two,Spades,Ace,Spades,Queen,Clubs,Queen,Two_Pairs
Hearts,Two,Spades,Jack,Clubs,Seven,Clubs,Six,Clubs,Three,Nothing
Spades,Six,Spades,Eight,Diamonds,Six,Spades,Jack,Clubs,Nine,One_Pair
Diamonds,Two,Clubs,Four,Spades,Ace,Hearts,Four,Spades,Six,One_Pair
Spades,Seven,Clubs,Four,Clubs,Ten,Diamonds,Three,Spades,Jack,Nothing
Diamonds,King,Spades,Five,Spades,Queen,Spades,Seven,Hearts,Nine,Nothing
Spades,Eight,Clubs,Eight,Diamonds,Nine,Clubs,Seven,Clubs,Five,One_Pair
Diamonds,Nine,Clubs,Ace,Hearts,Eight,Clubs,Three,Diamonds,Ace,One_Pair
Diamonds,Seven,Spades,Ace,Hearts,Jack,Spades,Seven,Clubs,Seven,Three_Kind
Hearts,Ace,Diamonds,Ace,Hearts,Three,Diamonds,Five,Diamonds,Eight,One_Pair
Hearts,Five,Diamonds,Queen,Spades,Eight,Hearts,Seven,Hearts,Six,Nothing
Diamonds,Six,Spades,Six,Diamonds,King,Diamonds,Ten,Diamonds,Two,One_Pair
Diamonds,Five,Hearts,Queen,Diamonds,Jack,Clubs,Five,Spades,Jack,Two_Pairs
Clubs,Ten,Hearts,Nine,Clubs,Queen,Diamonds,Queen,Hearts,King,One_Pair
Diamonds,Three,Clubs,Queen,Clubs,Two,Hearts,King,Hearts,Jack,Nothing
Spades,Seven,Diamonds,Five,Diamonds,Nine,Clubs,Ace,Clubs,King,Nothing
Clubs,Two,Hearts,Seven,Clubs,Jack,Spades,Seven,Hearts,Three,One_Pair
Diamonds,Nine,Clubs,King,Hearts,Nine,Diamonds,Ten,Clubs,Five,One_Pair
Diamonds,Five,Hearts,Eight,Clubs,King,Clubs,Two,Spades,King,One_Pair
Hearts,King,Clubs,Five,Spades,Jack,Diamonds,Three,Spades,Eight,Nothing
Hearts,Ace,Spades,Ace,Hearts,Seven,Spades,Seven,Hearts,Jack,Two_Pairs
Diamonds,Ace,Diamonds,Three,Hearts,Jack,Diamonds,Ten,Clubs,Seven,Nothing
Spades,Eight,Spades,Nine,Diamonds,Queen,Hearts,Jack,Clubs,Four,Nothing
Hearts,Eight,Spades,Seven,Diamonds,Queen,Hearts,Two,Spades,Four,Nothing
Spades,Seven,Spades,Eight,Spades,Queen,Hearts,Jack,Clubs,Six,Nothing
Hearts,Eight,Hearts,Seven,Diamonds,Four,Diamonds,Queen,Clubs,Eight,One_Pair
Clubs,Queen,Spades,Ten,Spades,Queen,Clubs,Ace,Clubs,Seven,One_Pair
Diamonds,Nine,Clubs,Ten,Clubs,Six,Clubs,Five,Hearts,Three,Nothing
Clubs,Two,Clubs,Four,Hearts,Queen,Hearts,Seven,Clubs,King,Nothing
Spades,Six,Spades,Five,Hearts,Seven,Hearts,Four,Hearts,King,Nothing
Diamonds,Five,Hearts,Ace,Diamonds,King,Clubs,Two,Hearts,Queen,Nothing
Hearts,Eight,Spades,Two,Spades,Five,Clubs,Five,Hearts,Five,Three_Kind
Spades,Two,Clubs,Six,Clubs,Seven,Clubs,Jack,Diamonds,Queen,Nothing
Hearts,Six,Spades,Four,Clubs,Nine,Spades,King,Spades,Seven,Nothing
Spades,Eight,Spades,Queen,Spades,Nine,Spades,Three,Hearts,Four,Nothing
Hearts,Ace,Spades,Jack,Spades,Ace,Clubs,Three,Clubs,Nine,One_Pair
Diamonds,King,Clubs,Four,Hearts,Eight,Hearts,Ten,Spades,Four,One_Pair
Diamonds,Five,Spades,Seven,Diamonds,King,Hearts,Seven,Clubs,Ten,One_Pair
Clubs,Jack,Hearts,Eight,Hearts,Four,Hearts,Five,Spades,Three,Nothing
Hearts,Jack,Spades,Six,Hearts,Ten,Clubs,Five,Clubs,Nine,Nothing
Spades,King,Hearts,Seven,Clubs,Eight,Spades,Queen,Clubs,Six,Nothing
Clubs,Three,Clubs,Ace,Diamonds,Ten,Hearts,Ten,Diamonds,Nine,One_Pair
Clubs,Ten,Spades,Jack,Diamonds,Jack,Diamonds,Ten,Hearts,Ten,Full_House
Diamonds,Seven,Clubs,Jack,Diamonds,Four,Clubs,Queen,Hearts,Nine,Nothing
Hearts,Six,Spades,Two,Clubs,Seven,Clubs,Five,Clubs,Six,One_Pair
Spades,Queen,Diamonds,Eight,Clubs,Six,Spades,Seven,Diamonds,Four,Nothing
Clubs,Jack,Spades,Nine,Clubs,Ten,Diamonds,Ace,Diamonds,Seven,Nothing
Spades,Jack,Hearts,Seven,Spades,Nine,Hearts,Jack,Clubs,Six,One_Pair
Diamonds,Queen,Diamonds,King,Hearts,Two,Hearts,Nine,Hearts,Five,Nothing
Clubs,Five,Hearts,Queen,Hearts,Four,Diamonds,King,Diamonds,Nine,Nothing
Diamonds,Two,Hearts,Six,Diamonds,Five,Spades,Three,Clubs,Queen,Nothing
Spades,Ace,Diamonds,Jack,Hearts,Five,Hearts,Six,Clubs,King,Nothing
Clubs,Queen,Diamonds,Ace,Hearts,Jack,Hearts,Seven,Hearts,Eight,Nothing
Hearts,Ace,Spades,Queen,Spades,Ace,Hearts,Four,Clubs,Jack,One_Pair
Spades,Ace,Clubs,Jack,Diamonds,Nine,Spades,Jack,Clubs,Eight,One_Pair
Clubs,Three,Diamonds,Queen,Clubs,Ace,Clubs,Two,Hearts,Six,Nothing
Hearts,Seven,Clubs,Eight,Hearts,Eight,Diamonds,Ace,Clubs,Two,One_Pair
Diamonds,Six,Diamonds,Ten,Spades,Five,Clubs,Jack,Hearts,Nine,Nothing
Hearts,Ten,Hearts,Six,Clubs,Five,Clubs,Ten,Hearts,Nine,One_Pair
Diamonds,Five,Diamonds,Three,Hearts,Jack,Diamonds,Jack,Hearts,Two,One_Pair
Hearts,King,Clubs,Four,Clubs,Nine,Spades,Ten,Hearts,Two,Nothing
Hearts,Jack,Clubs,Ten,Diamonds,Four,Spades,Six,Diamonds,Queen,Nothing
Spades,Jack,Spades,Two,Clubs,Ace,Spades,King,Spades,Seven,Nothing
Clubs,Two,Diamonds,Queen,Spades,Queen,Spades,Ten,Hearts,Ace,One_Pair
Hearts,Queen,Hearts,Six,Hearts,Three,Hearts,Eight,Diamonds,Five,Nothing
Spades,Five,Spades,Eight,Spades,Ace,Hearts,Three,Clubs,Jack,Nothing
Hearts,Ten,Spades,Queen,Hearts,Four,Hearts,Eight,Hearts,Nine,Nothing
Diamonds,Eight,Hearts,Six,Spades,Eight,Clubs,King,Hearts,Three,One_Pair
Spades,Nine,Diamonds,Five,Clubs,Five,Hearts,Two,Diamonds,Four,One_Pair
Clubs,Two,Spades,Nine,Clubs,Three,Hearts,Ten,Clubs,Six,Nothing
Clubs,Three,Clubs,King,Spades,Eight,Spades,Nine,Spades,Three,One_Pair
Spades,Two,Spades,Queen,Clubs,Jack,Diamonds,Two,Diamonds,Five,One_Pair
Diamonds,Queen,Hearts,Eight,Spades,Eight,Diamonds,Three,Diamonds,King,One_Pair
Diamonds,Seven,Clubs,Nine,Clubs,Two,Spades,Eight,Diamonds,Eight,One_Pair
Spades,Queen,Spades,Two,Hearts,Eight,Clubs,Seven,Diamonds,Five,Nothing
Diamonds,Nine,Clubs,Six,Spades,Four,Clubs,Jack,Diamonds,Queen,Nothing
Diamonds,Jack,Spades,Ace,Hearts,Jack,Hearts,Ace,Diamonds,King,Two_Pairs
Clubs,Ace,Hearts,Jack,Spades,Five,Diamonds,Ten,Diamonds,Nine,Nothing
Hearts,Queen,Clubs,Two,Clubs,Ten,Clubs,Eight,Hearts,Jack,Nothing
Diamonds,Queen,Hearts,Eight,Diamonds,Ten,Spades,Three,Hearts,Ace,Nothing
Clubs,Three,Diamonds,King,Spades,Five,Diamonds,Seven,Diamonds,Two,Nothing
Clubs,Three,Spades,Five,Spades,Ten,Hearts,Six,Clubs,Four,Nothing
Hearts,Eight,Spades,Three,Diamonds,Eight,Clubs,Queen,Spades,Ace,One_Pair
Diamonds,Eight,Diamonds,Six,Hearts,Two,Spades,Seven,Spades,Eight,One_Pair
Hearts,Nine,Clubs,King,Hearts,Eight,Hearts,Five,Spades,Eight,One_Pair
Spades,King,Hearts,Eight,Clubs,Five,Hearts,Three,Spades,Ten,Nothing
Spades,Six,Spades,Eight,Spades,Four,Diamonds,Seven,Hearts,Five,Straight
Clubs,Jack,Spades,Jack,Hearts,Queen,Clubs,Four,Spades,Queen,Two_Pairs
Hearts,Eight,Hearts,Three,Clubs,Ace,Spades,Queen,Hearts,Six,Nothing
Clubs,Five,Diamonds,Two,Spades,Eight,Clubs,Six,Hearts,Ten,Nothing
Hearts,Seven,Clubs,Jack,Diamonds,Four,Hearts,Four,Hearts,Three,One_Pair
Diamonds,Five,Clubs,Jack,Spades,Four,Hearts,Ten,Hearts,Six,Nothing
Clubs,Jack,Diamonds,Ace,Hearts,Nine,Clubs,Four,Spades,Ten,Nothing
Spades,Four,Diamonds,Jack,Spades,Jack,Spades,Nine,Diamonds,Nine,Two_Pairs
Clubs,Ace,Clubs,Seven,Hearts,Two,Hearts,Four,Hearts,Three,Nothing
Diamonds,Queen,Clubs,Jack,Spades,Ten,Diamonds,Seven,Diamonds,Ten,One_Pair
Spades,Jack,Spades,Ten,Hearts,Ten,Clubs,Queen,Spades,Six,One_Pair
Clubs,Three,Diamonds,Eight,Spades,Three,Clubs,Ten,Clubs,Queen,One_Pair
Clubs,Six,Hearts,King,Hearts,Eight,Spades,Seven,Clubs,Nine,Nothing
Hearts,Queen,Clubs,Three,Hearts,Five,Diamonds,Queen,Clubs,Ace,One_Pair
Clubs,Three,Hearts,Queen,Clubs,Nine,Diamonds,Three,Hearts,Eight,One_Pair
Clubs,Queen,Clubs,Two,Clubs,Eight,Clubs,Ten,Clubs,Jack,Flush
Hearts,Jack,Clubs,Four,Diamonds,Jack,Hearts,Three,Clubs,Eight,One_Pair
Clubs,Ace,Clubs,Four,Diamonds,Five,Diamonds,Queen,Hearts,Seven,Nothing
Clubs,Two,Hearts,Ten,Hearts,King,Spades,Two,Diamonds,Queen,One_Pair
Clubs,Queen,Diamonds,Nine,Spades,Four,Spades,Three,Spades,Six,Nothing
Hearts,King,Clubs,Eight,Clubs,Ace,Diamonds,King,Hearts,Five,One_Pair
Spades,Ten,Hearts,Eight,Hearts,Six,Spades,Seven,Spades,Three,Nothing
Diamonds,Ace,Spades,Ace,Clubs,Ten,Hearts,Ace,Spades,Two,Three_Kind
Diamonds,Ace,Hearts,Three,Hearts,Five,Clubs,Jack,Diamonds,Ten,Nothing
Hearts,Eight,Clubs,Nine,Spades,Five,Clubs,Three,Clubs,Seven,Nothing
Diamonds,Seven,Diamonds,Ace,Hearts,Two,Diamonds,King,Clubs,Four,Nothing
Spades,Two,Diamonds,Eight,Clubs,Five,Spades,Five,Hearts,Jack,One_Pair
Clubs,Ace,Hearts,Five,Spades,Ace,Clubs,Ten,Clubs,Nine,One_Pair
Diamonds,Five,Diamonds,Two,Clubs,Eight,Clubs,Six,Spades,King,Nothing
Spades,Seven,Clubs,Ten,Spades,Queen,Hearts,Three,Hearts,Two,Nothing
Diamonds,Five,Clubs,Four,Diamonds,Nine,Spades,Five,Diamonds,Six,One_Pair
Clubs,Nine,Clubs,Queen,Hearts,Jack,Hearts,Nine,Clubs,Six,One_Pair
Hearts,Queen,Spades,Two,Hearts,Nine,Diamonds,Eight,Diamonds,Ten,Nothing
Clubs,Eight,Clubs,Seven,Spades,Four,Clubs,Ace,Diamonds,Eight,One_Pair
Diamonds,King,Hearts,Three,Clubs,Seven,Diamonds,Jack,Hearts,Seven,One_Pair
Clubs,Ten,Diamonds,Jack,Clubs,Queen,Clubs,Seven,Diamonds,Seven,One_Pair
Clubs,Three,Hearts,Jack,Spades,Five,Spades,Queen,Hearts,Ten,Nothing
Hearts,Seven,Hearts,Ace,Diamonds,Jack,Hearts,Nine,Spades,Five,Nothing
Hearts,Six,Diamonds,Four,Spades,Queen,Hearts,Nine,Clubs,Three,Nothing
Hearts,Queen,Spades,Seven,Clubs,Six,Hearts,King,Spades,Two,Nothing
Hearts,Four,Spades,Five,Hearts,Five,Spades,Two,Hearts,Nine,One_Pair
Spades,Six,Clubs,King,Spades,Ace,Spades,Two,Diamonds,Queen,Nothing
Diamonds,Seven,Hearts,Five,Diamonds,Queen,Diamonds,Two,Diamonds,Three,Nothing
Diamonds,King,Diamonds,Seven,Diamonds,Jack,Hearts,Seven,Spades,Queen,One_Pair
Diamonds,Three,Diamonds,Six,Diamonds,Ace,Diamonds,Ten,Clubs,Ace,One_Pair
Clubs,Eight,Hearts,Jack,Spades,Nine,Hearts,Eight,Clubs,Six,One_Pair
Diamonds,Three,Hearts,Ace,Clubs,Six,Diamonds,Nine,Diamonds,Eight,Nothing
Spades,Queen,Clubs,Five,Spades,Ace,Hearts,Six,Spades,Nine,Nothing
Hearts,Ace,Spades,Queen,Clubs,Four,Clubs,Three,Diamonds,Queen,One_Pair
Spades,Nine,Spades,Eight,Spades,Ten,Clubs,Ten,Diamonds,Six,One_Pair
Clubs,Nine,Clubs,Three,Clubs,Queen,Hearts,Eight,Spades,Seven,Nothing
Diamonds,Two,Spades,Four,Clubs,Two,Clubs,Four,Spades,Seven,Two_Pairs
Clubs,Ace,Clubs,Queen,Clubs,Six,Diamonds,Seven,Hearts,Five,Nothing
Hearts,Six,Diamonds,Six,Clubs,Two,Clubs,Queen,Clubs,Ace,One_Pair
Clubs,Five,Spades,Ten,Diamonds,King,Clubs,Jack,Spades,Eight,Nothing
Hearts,Four,Spades,Ten,Diamonds,Six,Clubs,Six,Clubs,Ten,Two_Pairs
Hearts,Three,Hearts,Seven,Diamonds,Two,Spades,Seven,Diamonds,Eight,One_Pair
Diamonds,Ace,Spades,Jack,Hearts,Six,Diamonds,Eight,Clubs,Queen,Nothing
Hearts,Queen,Spades,King,Spades,Ten,Diamonds,Jack,Hearts,Two,Nothing
Clubs,King,Diamonds,King,Clubs,Ten,Hearts,Ten,Spades,Nine,Two_Pairs
Hearts,Two,Diamonds,Seven,Spades,Six,Hearts,Jack,Spades,Seven,One_Pair
Clubs,Five,Clubs,Ace,Spades,Ace,Diamonds,Jack,Hearts,Jack,Two_Pairs
Diamonds,Four,Spades,Six,Clubs,Queen,Diamonds,Two,Spades,Ten,Nothing
Clubs,Eight,Spades,Two,Diamonds,Ace,Spades,Three,Hearts,Four,Nothing
Clubs,Queen,Diamonds,Seven,Spades,Five,Hearts,Eight,Clubs,Jack,Nothing
Clubs,Six,Diamonds,Eight,Spades,Seven,Clubs,Seven,Spades,Nine,One_Pair
Hearts,Four,Clubs,Four,Hearts,Five,Clubs,Six,Diamonds,Two,One_Pair
Hearts,Five,Diamonds,King,Diamonds,Ten,Spades,Nine,Hearts,Two,Nothing
Hearts,King,Clubs,Ten,Hearts,Six,Spades,Jack,Diamonds,Queen,Nothing
Hearts,Ace,Spades,Jack,Spades,Queen,Spades,Two,Diamonds,Four,Nothing
Hearts,Queen,Diamonds,Eight,Clubs,Three,Diamonds,King,Spades,Eight,One_Pair
Hearts,Five,Diamonds,Jack,Clubs,Two,Hearts,Seven,Clubs,Jack,One_Pair
Spades,Queen,Diamonds,Eight,Hearts,Seven,Diamonds,Ace,Diamonds,Jack,Nothing
Clubs,King,Hearts,Eight,Spades,Two,Clubs,Three,Clubs,Queen,Nothing
Hearts,Queen,Hearts,Ace,Hearts,Five,Diamonds,Jack,Clubs,Ace,One_Pair
Diamonds,Four,Spades,Seven,Diamonds,Eight,Diamonds,Three,Hearts,Eight,One_Pair
Spades,Jack,Hearts,Queen,Spades,Five,Clubs,Three,Diamonds,Three,One_Pair
Spades,Ace,Clubs,Eight,Hearts,Three,Spades,Jack,Hearts,Eight,One_Pair
Diamonds,Six,Spades,Six,Diamonds,Eight,Diamonds,Four,Diamonds,Two,One_Pair
Hearts,Queen,Clubs,Jack,Clubs,Queen,Diamonds,Eight,Spades,Jack,Two_Pairs
Diamonds,Ace,Hearts,Six,Spades,Two,Hearts,Seven,Clubs,Three,Nothing
Clubs,Seven,Diamonds,Ace,Clubs,Three,Hearts,Ace,Spades,Six,One_Pair
Hearts,Five,Spades,Two,Hearts,Jack,Clubs,Two,Diamonds,Two,Three_Kind
Hearts,Five,Diamonds,Ten,Clubs,Queen,Diamonds,Three,Clubs,King,Nothing
Diamonds,Six,Hearts,Three,Hearts,Five,Hearts,Two,Spades,King,Nothing
Hearts,King,Clubs,Three,Clubs,Two,Diamonds,Three,Hearts,Six,One_Pair
Spades,Six,Hearts,Seven,Clubs,Eight,Spades,Three,Clubs,King,Nothing
Spades,Seven,Diamonds,Five,Spades,Three,Spades,Two,Clubs,Seven,One_Pair
Clubs,Two,Hearts,Four,Diamonds,Nine,Spades,Two,Spades,Eight,One_Pair
Diamonds,Eight,Spades,Ten,Clubs,Four,Diamonds,Jack,Diamonds,Six,Nothing
Spades,Ten,Hearts,Three,Hearts,Seven,Clubs,King,Spades,Ace,Nothing
Hearts,Ace,Hearts,Eight,Spades,Ten,Diamonds,Seven,Spades,Four,Nothing
Diamonds,Eight,Hearts,Eight,Spades,Four,Spades,Three,Clubs,Nine,One_Pair
Clubs,Two,Hearts,Three,Clubs,King,Hearts,Six,Hearts,Queen,Nothing
Diamonds,Jack,Hearts,Six,Clubs,Four,Diamonds,Four,Hearts,Nine,One_Pair
Diamonds,King,Spades,Queen,Clubs,Three,Diamonds,Two,Clubs,Five,Nothing
Hearts,Nine,Clubs,Nine,Clubs,Six,Spades,Queen,Spades,Eight,One_Pair
Clubs,Nine,Diamonds,Eight,Clubs,Jack,Diamonds,King,Clubs,Four,Nothing
Hearts,Ace,Clubs,Seven,Clubs,Ten,Hearts,Queen,Spades,Five,Nothing
Diamonds,King,Diamonds,Eight,Diamonds,Seven,Spades,Ten,Spades,Ace,Nothing
Diamonds,Four,Hearts,Eight,Hearts,Seven,Diamonds,Three,Spades,Three,One_Pair
Diamonds,Three,Diamonds,Queen,Spades,Ten,Spades,Jack,Diamonds,Six,Nothing
Hearts,Four,Diamonds,Queen,Diamonds,Seven,Spades,Three,Spades,Queen,One_Pair
Diamonds,Queen,Spades,Ten,Hearts,Five,Diamonds,Seven,Hearts,King,Nothing
Diamonds,Four,Hearts,Jack,Spades,Three,Clubs,Eight,Diamonds,Eight,One_Pair
Clubs,Five,Hearts,Three,Clubs,Four,Hearts,Jack,Clubs,Eight,Nothing
Spades,Nine,Clubs,Two,Diamonds,King,Hearts,Nine,Clubs,Four,One_Pair
Clubs,Six,Spades,Nine,Diamonds,Six,Clubs,Three,Spades,Three,Two_Pairs
Clubs,Two,Diamonds,Queen,Hearts,Two,Diamonds,Ten,Diamonds,Jack,One_Pair
Spades,Two,Hearts,Seven,Spades,Six,Clubs,Two,Spades,Ace,One_Pair
Hearts,Ten,Clubs,Six,Clubs,Two,Hearts,Two,Hearts,Four,One_Pair
Clubs,Four,Diamonds,Two,Hearts,Ace,Clubs,Seven,Diamonds,Six,Nothing
Diamonds,Eight,Spades,Eight,Spades,King,Hearts,Seven,Clubs,Nine,One_Pair
Diamonds,Queen,Diamonds,Nine,Spades,Seven,Spades,Queen,Hearts,King,One_Pair
Hearts,Eight,Spades,Ten,Diamonds,Three,Spades,Nine,Hearts,Jack,Nothing
Diamonds,Eight,Hearts,Ace,Hearts,Queen,Hearts,Two,Hearts,Five,Nothing
Spades,Seven,Diamonds,Five,Hearts,Queen,Spades,King,Diamonds,Queen,One_Pair
Clubs,Two,Hearts,Eight,Spades,Five,Clubs,Jack,Hearts,Two,One_Pair
Clubs,King,Clubs,Two,Hearts,Eight,Hearts,Ace,Spades,Queen,Nothing
Hearts,Seven,Clubs,Four,Diamonds,Six,Spades,King,Hearts,Eight,Nothing
Diamonds,Queen,Clubs,Eight,Diamonds,Jack,Clubs,Queen,Hearts,Queen,Three_Kind
Hearts,Ten,Hearts,Nine,Hearts,Five,Spades,Ace,Spades,Nine,One_Pair
Diamonds,Three,Clubs,Two,Clubs,Seven,Diamonds,Ace,Spades,Seven,One_Pair
Spades,Ten,Diamonds,Four,Clubs,Five,Diamonds,Queen,Hearts,Jack,Nothing
Diamonds,Ten,Diamonds,Queen,Spades,Five,Diamonds,King,Clubs,Eight,Nothing
Spades,Ten,Spades,Queen,Clubs,Two,Clubs,Seven,Hearts,Four,Nothing
Clubs,Four,Diamonds,Jack,Spades,Jack,Clubs,Seven,Clubs,Six,One_Pair
Spades,Seven,Hearts,Ace,Clubs,King,Spades,Three,Hearts,Jack,Nothing
Clubs,King,Clubs,Eight,Spades,King,Diamonds,Three,Spades,Five,One_Pair
Hearts,Six,Hearts,Eight,Diamonds,Ten,Diamonds,King,Spades,Jack,Nothing
Hearts,King,Spades,Jack,Hearts,Five,Hearts,Jack,Diamonds,Queen,One_Pair
Spades,Ten,Hearts,Four,Spades,Three,Clubs,Five,Hearts,Jack,Nothing
Clubs,Seven,Clubs,Ace,Clubs,Ten,Spades,Ten,Hearts,Four,One_Pair
Spades,Seven,Hearts,Six,Hearts,Nine,Diamonds,Ace,Hearts,King,Nothing
Diamonds,Jack,Clubs,Five,Hearts,Four,Clubs,Nine,Clubs,Eight,Nothing
Diamonds,Six,Spades,Jack,Diamonds,Seven,Diamonds,Five,Clubs,Six,One_Pair
Diamonds,Two,Clubs,Five,Spades,Six,Hearts,Seven,Hearts,Five,One_Pair
Hearts,Three,Diamonds,Five,Diamonds,Four,Clubs,Ten,Hearts,Seven,Nothing
Hearts,King,Diamonds,Nine,Spades,Three,Diamonds,King,Clubs,Jack,One_Pair
Spades,Four,Clubs,Eight,Diamonds,Four,Spades,Three,Hearts,Ace,One_Pair
Clubs,Three,Diamonds,Eight,Spades,Three,Spades,King,Hearts,Jack,One_Pair
Spades,Seven,Hearts,Ace,Spades,Two,Spades,Six,Clubs,Six,One_Pair
Clubs,Four,Hearts,Queen,Spades,Seven,Hearts,Three,Hearts,Seven,One_Pair
Diamonds,Four,Hearts,Four,Spades,Two,Spades,Three,Spades,King,One_Pair
Clubs,Ace,Spades,Six,Diamonds,Seven,Diamonds,Five,Hearts,Ace,One_Pair
Spades,Ten,Diamonds,King,Clubs,Eight,Spades,Three,Spades,King,One_Pair
Diamonds,Six,Clubs,Three,Diamonds,Seven,Spades,Ten,Clubs,Five,Nothing
Spades,Four,Hearts,Queen,Hearts,Nine,Spades,Ten,Hearts,Four,One_Pair
Diamonds,Jack,Clubs,Nine,Diamonds,Ace,Clubs,Ace,Diamonds,Eight,One_Pair
Hearts,Six,Clubs,Two,Hearts,Nine,Hearts,Ace,Spades,Two,One_Pair
Clubs,Nine,Hearts,Six,Clubs,Four,Spades,Six,Hearts,Jack,One_Pair
Diamonds,Seven,Spades,King,Diamonds,King,Clubs,Queen,Spades,Jack,One_Pair
Clubs,Three,Hearts,Five,Spades,Ten,Diamonds,Three,Hearts,King,One_Pair
Hearts,King,Diamonds,Queen,Hearts,Seven,Clubs,Eight,Hearts,Five,Nothing
Clubs,Queen,Diamonds,Ten,Clubs,Ace,Spades,Nine,Spades,Three,Nothing
Hearts,Four,Clubs,Nine,Clubs,Six,Clubs,Four,Spades,King,One_Pair
Spades,Eight,Clubs,Ace,Spades,Four,Hearts,Seven,Diamonds,Ace,One_Pair
Spades,Five,Spades,Queen,Diamonds,Ace,Clubs,Two,Clubs,Eight,Nothing
Hearts,Four,Clubs,King,Clubs,Three,Hearts,Jack,Spades,Ten,Nothing
Spades,Eight,Spades,Five,Clubs,Queen,Hearts,King,Spades,Ten,Nothing
Hearts,Five,Clubs,Seven,Clubs,Three,Clubs,Queen,Spades,Three,One_Pair
Spades,Six,Diamonds,Ace,Spades,Seven,Diamonds,Three,Hearts,Ten,Nothing
Hearts,Queen,Spades,Seven,Spades,Ace,Hearts,Ace,Hearts,Ten,One_Pair
Clubs,Six,Hearts,Six,Spades,King,Hearts,Jack,Hearts,Five,One_Pair
Spades,Four,Diamonds,Six,Spades,Two,Hearts,Two,Clubs,Five,One_Pair
Diamonds,Four,Diamonds,Eight,Diamonds,Ten,Hearts,Queen,Hearts,Four,One_Pair
Spades,Queen,Hearts,King,Diamonds,Ten,Hearts,Six,Spades,Eight,Nothing
Clubs,Seven,Diamonds,Four,Hearts,Three,Hearts,Ten,Diamonds,Seven,One_Pair
Hearts,Two,Clubs,Ace,Clubs,King,Diamonds,Six,Hearts,Six,One_Pair
Diamonds,Six,Clubs,Nine,Hearts,Ten,Hearts,Four,Clubs,Six,One_Pair
Spades,Queen,Diamonds,Two,Hearts,Queen,Clubs,Ten,Diamonds,Six,One_Pair
Clubs,Three,Spades,Eight,Clubs,Eight,Hearts,King,Clubs,Six,One_Pair
Diamonds,King,Spades,Six,Hearts,Jack,Spades,Ten,Diamonds,Four,Nothing
Spades,Three,Spades,Eight,Diamonds,Four,Spades,Jack,Spades,Four,One_Pair
Spades,Ace,Spades,Six,Clubs,Queen,Hearts,Nine,Diamonds,Four,Nothing
Spades,Six,Hearts,Ace,Diamonds,Five,Diamonds,King,Clubs,Three,Nothing
Clubs,Four,Spades,Nine,Diamonds,Six,Clubs,Jack,Hearts,Four,One_Pair
Spades,Seven,Clubs,Three,Hearts,Queen,Hearts,Four,Diamonds,King,Nothing
Clubs,Seven,Diamonds,Five,Hearts,Ten,Hearts,Three,Hearts,Two,Nothing
Spades,Nine,Diamonds,Jack,Clubs,Eight,Clubs,Ace,Spades,Two,Nothing
Hearts,King,Spades,Six,Spades,Ten,Clubs,Four,Clubs,Jack,Nothing
Clubs,Queen,Diamonds,Five,Diamonds,King,Diamonds,Seven,Spades,Three,Nothing
Diamonds,Six,Clubs,Seven,Clubs,Two,Hearts,Three,Spades,Ace,Nothing
Clubs,Four,Clubs,Queen,Clubs,Three,Spades,Ten,Clubs,Six,Nothing
Spades,Jack,Diamonds,Four,Spades,Ace,Diamonds,Jack,Spades,Queen,One_Pair
Diamonds,King,Spades,Seven,Spades,Ace,Hearts,Four,Hearts,Jack,Nothing
Clubs,Five,Diamonds,Four,Clubs,Four,Diamonds,Queen,Hearts,Five,Two_Pairs
Clubs,Six,Diamonds,Three,Diamonds,Five,Hearts,Four,Hearts,Ten,Nothing
Hearts,Six,Diamonds,Nine,Spades,Seven,Spades,Eight,Diamonds,Ace,Nothing
Diamonds,Two,Spades,Three,Diamonds,Seven,Diamonds,Four,Diamonds,Six,Nothing
Clubs,Nine,Clubs,Eight,Hearts,Eight,Diamonds,Queen,Diamonds,Two,One_Pair
Hearts,Two,Clubs,Queen,Spades,King,Spades,Seven,Clubs,Ace,Nothing
